Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
HU82227,0,0,College,15638.57599,49214.0,102.0,3,Corporate Auto,Four-Door Car,371.322406,Arizona,M
FF75737,0,0,High School or Below,8334.317162,49851.0,69.0,1,Personal Auto,Four-Door Car,331.2,Oregon,F
KJ50265,0,0,High School or Below,10418.31143,27951.0,91.0,0,Personal Auto,Four-Door Car,436.8,Washington,M
OQ82364,0,0,Bachelor,6846.150323,0.0,95.0,0,Corporate Auto,Two-Door Car,456.0,Nevada,F
SO47345,0,0,Master,9403.875138,56410.0,117.0,0,Personal Auto,SUV,523.99823,Arizona,F
JN51592,0,0,Bachelor,16985.49688,22497.0,212.0,0,Special Auto,Luxury Car,1017.6,Arizona,F
FH36069,0,0,College,21101.21422,61347.0,106.0,0,Personal Auto,SUV,604.237801,Arizona,F
ZW32080,0,0,Bachelor,2914.955295,37803.0,74.0,0,Personal Auto,Four-Door Car,355.2,Nevada,F
ZH98656,0,0,Master,8593.866533,91276.0,105.0,0,Personal Auto,SUV,504.0,Nevada,F
GZ31904,0,0,College,6861.745956,30816.0,87.0,0,Personal Auto,Two-Door Car,237.57033,Oregon,M
PN47493,0,0,College,2680.900678,41968.0,67.0,0,Corporate Auto,Four-Door Car,183.207703,Oregon,F
CX18273,0,0,Master,15797.98978,35754.0,199.0,0,Personal Auto,Luxury Car,612.973779,Arizona,M
IG80173,0,0,Master,2863.312165,36706.0,71.0,0,Personal Auto,Four-Door Car,435.606086,California,F
JG76775,0,0,High School or Below,30061.69259,48258.0,249.0,0,Personal Auto,Luxury Car,1195.2,Washington,M
JR82641,0,0,Master,10682.7619,52965.0,134.0,3,Personal Auto,SUV,83.815183,Arizona,M
NW41789,0,0,Bachelor,2746.90319,0.0,84.0,0,Personal Auto,Four-Door Car,604.8,Oregon,M
VG74039,0,0,Bachelor,2388.949198,0.0,65.0,0,Personal Auto,Four-Door Car,455.644704,Oregon,F
DV27428,0,0,High School or Below,13776.74135,62634.0,116.0,0,Personal Auto,SUV,122.017931,Oregon,M
AN57220,0,0,Bachelor,17263.64048,96917.0,61.0,0,Special Auto,Four-Door Car,71.942176,Oregon,F
VD62056,0,0,High School or Below,4669.22664,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8,Arizona,F
AH92481,0,0,College,4673.196379,53219.0,117.0,0,Corporate Auto,SUV,561.6,California,F
LX97765,0,0,College,4347.591949,81412.0,109.0,0,Personal Auto,Two-Door Car,344.294164,Arizona,F
JP82211,0,0,College,33873.18123,59744.0,105.0,0,Personal Auto,SUV,476.486416,California,F
SI88726,0,0,College,9100.787395,38898.0,117.0,0,Corporate Auto,SUV,561.6,California,F
MG46007,0,0,High School or Below,6358.251692,0.0,94.0,2,Personal Auto,Four-Door Car,17.938979,California,M
GL69461,0,0,College,2628.468543,99961.0,66.0,2,Personal Auto,Four-Door Car,316.8,Oregon,F
RA63927,0,0,High School or Below,7193.101159,30886.0,91.0,0,Personal Auto,Two-Door Car,103.424766,Oregon,M
UE76013,0,0,Master,5039.869278,35984.0,128.0,3,Personal Auto,SUV,275.577631,Washington,F
RI35792,0,0,College,3962.825542,0.0,125.0,4,Personal Auto,SUV,539.5622,Nevada,F
WL63802,0,0,High School or Below,6425.709981,0.0,181.0,0,Personal Auto,Luxury Car,1303.2,California,M
KZ29413,0,0,Master,15672.69696,0.0,139.0,0,Personal Auto,SUV,667.2,Oregon,M
SN23932,0,0,Master,3237.996209,60244.0,83.0,3,Personal Auto,Four-Door Car,326.281835,Arizona,M
YW26148,0,0,High School or Below,12992.27561,0.0,72.0,0,Personal Auto,Four-Door Car,518.4,California,F
LS51818,0,0,College,22217.96796,37553.0,187.0,0,Personal Auto,Luxury Car,897.6,California,F
ZG47195,0,0,College,4931.258363,0.0,73.0,0,Personal Auto,Four-Door Car,525.6,Nevada,M
No50634,0,0,College,4330.38602,60475.0,107.0,0,Personal Auto,Four-Door Car,513.6,Oregon,M
GC42314,0,0,Doctor,8296.176276,0.0,111.0,0,Personal Auto,SUV,672.91665,Arizona,M
SD77009,0,0,College,8334.359986,0.0,136.0,2,Personal Auto,SUV,979.2,California,M
OW85480,0,0,Master,5348.071007,25545.0,69.0,0,Personal Auto,Four-Door Car,331.2,California,M
SW93780,0,0,Master,2398.740007,24182.0,66.0,0,Personal Auto,Four-Door Car,316.8,Arizona,M
ZW51071,0,0,High School or Below,6622.05254,80979.0,84.0,2,Personal Auto,Four-Door Car,25.961213,Oregon,F
CK74127,0,0,Bachelor,4155.946211,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4,Arizona,M
KM52241,0,0,High School or Below,8430.059143,0.0,74.0,0,Personal Auto,Four-Door Car,47.502366,Arizona,F
PE66545,0,0,Bachelor,2545.518369,29250.0,64.0,0,Personal Auto,Two-Door Car,308.240792,Oregon,M
GG70928,0,0,Master,5004.583872,33566.0,63.0,1,Personal Auto,Four-Door Car,205.043307,California,F
GI36262,0,0,College,2899.702858,65247.0,72.0,0,Corporate Auto,Four-Door Car,381.238176,Washington,F
MH85165,0,0,High School or Below,6767.806751,39650.0,86.0,0,Personal Auto,Four-Door Car,922.335972,California,M
AM26717,0,0,Bachelor,3123.080994,0.0,101.0,4,Personal Auto,SUV,960.115399,California,M
CV90092,0,0,College,8184.691323,82680.0,68.0,0,Corporate Auto,Four-Door Car,326.4,Oregon,M
CL70684,0,0,High School or Below,7636.279594,0.0,111.0,0,Corporate Auto,Two-Door Car,799.2,California,M
GK13851,0,0,College,9227.567263,0.0,129.0,0,Personal Auto,SUV,619.2,Oregon,M
TQ73726,0,0,Bachelor,7587.337272,0.0,69.0,0,Personal Auto,Two-Door Car,460.741097,Oregon,M
RW65977,0,0,College,2191.133237,0.0,61.0,1,Special Auto,Four-Door Car,439.2,Arizona,M
EY74093,0,0,High School or Below,5004.135361,86834.0,64.0,0,Corporate Auto,Four-Door Car,0.099007,Nevada,M
YG11074,0,0,Bachelor,4794.931261,46143.0,122.0,0,Personal Auto,SUV,223.028356,Arizona,F
HW65139,0,0,Doctor,26730.06042,21275.0,240.0,0,Personal Auto,Luxury SUV,1152.0,California,M
BT49333,0,0,High School or Below,4260.765808,47746.0,106.0,0,Personal Auto,SUV,246.696768,Arizona,M
KN78424,0,0,College,15477.27854,51675.0,196.0,0,Corporate Auto,Sports Car,940.8,California,M
TH68648,0,0,College,5126.836814,85522.0,64.0,0,Personal Auto,Four-Door Car,165.002742,California,M
GZ22403,0,0,High School or Below,4068.092649,0.0,63.0,4,Personal Auto,Two-Door Car,753.22565,Oregon,M
NU26460,0,0,College,17712.20524,0.0,84.0,0,Corporate Auto,Four-Door Car,633.294203,Oregon,F
PB21909,0,0,Bachelor,9775.816061,55632.0,123.0,0,Personal Auto,SUV,478.609999,Oregon,M
TA78865,0,0,High School or Below,20534.39224,0.0,93.0,0,Special Auto,Four-Door Car,669.6,Nevada,M
FP23103,0,0,Bachelor,5800.188903,0.0,78.0,0,Special Auto,Two-Door Car,374.4,Oregon,M
YK43172,0,0,Bachelor,3319.620511,69152.0,89.0,4,Personal Auto,Four-Door Car,221.359492,Arizona,M
YZ36062,0,0,Bachelor,6529.431827,13476.0,67.0,2,Corporate Auto,Four-Door Car,433.588181,Oregon,M
SJ29837,0,0,High School or Below,7602.663689,0.0,105.0,0,Personal Auto,SUV,914.538629,Washington,F
RC72799,0,0,College,2839.808041,33252.0,71.0,0,Personal Auto,Four-Door Car,407.668083,Oregon,F
AN67558,0,0,College,3288.209809,0.0,102.0,1,Personal Auto,SUV,734.4,Nevada,M
EQ62488,0,0,College,15031.5645,59456.0,189.0,0,Personal Auto,Luxury Car,907.2,Oregon,F
OA92714,0,0,Bachelor,5055.902381,88989.0,63.0,1,Personal Auto,Four-Door Car,232.745161,California,F
QS76805,0,0,High School or Below,8012.917253,0.0,107.0,0,Corporate Auto,SUV,513.6,Arizona,M
PQ46798,0,0,College,8300.70769,17034.0,113.0,0,Personal Auto,Sports Car,542.4,California,F
IA56290,0,0,College,2516.103555,88435.0,62.0,0,Personal Auto,Four-Door Car,136.263492,Arizona,F
XU35186,0,0,High School or Below,2749.407985,71445.0,70.0,2,Personal Auto,Four-Door Car,336.0,California,F
DR84620,0,0,Bachelor,8071.334962,72149.0,101.0,0,Personal Auto,SUV,69.310166,California,M
QG27547,0,0,Bachelor,2867.312197,23376.0,78.0,0,Personal Auto,Four-Door Car,374.4,Oregon,F
NM95102,0,0,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,Oregon,M
KZ26788,0,0,Bachelor,4118.588554,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4,Washington,F
GW25077,0,0,Bachelor,5293.368089,38521.0,134.0,0,Personal Auto,SUV,557.184015,Oregon,F
ZU91897,0,0,High School or Below,13265.96256,34482.0,67.0,0,Personal Auto,Four-Door Car,83.830109,California,M
ZK38095,0,0,Bachelor,2369.439009,0.0,68.0,0,Personal Auto,Four-Door Car,487.345606,California,F
TY84623,0,0,College,9816.528302,37256.0,62.0,0,Corporate Auto,Four-Door Car,128.969729,California,M
IP69763,0,0,College,21914.40548,77311.0,181.0,0,Personal Auto,SUV,113.609508,Washington,F
NF90665,0,0,Bachelor,5143.88351,39268.0,66.0,1,Personal Auto,Four-Door Car,188.870427,Oregon,M
KG53186,0,0,College,3136.698216,59644.0,79.0,0,Corporate Auto,Four-Door Car,379.2,Nevada,M
KV57104,0,0,High School or Below,7713.819259,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,Oregon,F
ZX93551,0,0,Bachelor,2867.312197,23376.0,78.0,0,Personal Auto,Four-Door Car,374.4,Arizona,F
TR18337,0,0,College,11516.40557,50854.0,73.0,0,Personal Auto,Four-Door Car,101.489422,Nevada,F
XV22744,0,0,Bachelor,15025.19126,35158.0,76.0,0,Personal Auto,Four-Door Car,165.958605,Oregon,F
KK27683,0,0,High School or Below,4013.849907,15413.0,106.0,0,Personal Auto,SUV,508.8,Nevada,F
HX11651,0,0,College,3288.825448,17860.0,99.0,2,Personal Auto,Two-Door Car,656.122925,Oregon,M
FD73388,0,0,Master,13736.1325,16181.0,181.0,0,Personal Auto,SUV,1261.319869,Arizona,F
KF70569,0,0,High School or Below,3890.87081,91182.0,96.0,0,Personal Auto,Four-Door Car,249.140907,Nevada,M
CC94413,0,0,Bachelor,5701.277221,41154.0,72.0,1,Personal Auto,Four-Door Car,345.6,Oregon,F
QO59138,0,0,High School or Below,2590.214327,18746.0,68.0,0,Personal Auto,Four-Door Car,326.4,Arizona,M
JW58698,0,0,College,3223.331519,70277.0,80.0,0,Personal Auto,Four-Door Car,84.818806,Oregon,F
GT57081,0,0,Bachelor,4912.025292,0.0,66.0,0,Personal Auto,Four-Door Car,668.158687,Oregon,F
GU82475,0,0,College,6532.010543,24919.0,84.0,1,Personal Auto,Four-Door Car,420.420755,California,M
BG60187,0,0,Bachelor,8012.124825,0.0,79.0,0,Personal Auto,Four-Door Car,335.234102,Oregon,M
TN73558,0,0,High School or Below,3731.504584,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,Arizona,F
KK15032,0,0,High School or Below,2702.380487,46370.0,68.0,1,Personal Auto,Two-Door Car,326.4,Arizona,F
KA95160,0,0,Master,23207.24981,89918.0,115.0,0,Personal Auto,SUV,423.116739,Arizona,F
KD52867,0,0,High School or Below,3347.028677,37138.0,85.0,0,Personal Auto,Two-Door Car,612.0,Oregon,F
WY53775,0,0,High School or Below,8382.630118,19683.0,117.0,1,Personal Auto,Sports Car,561.6,Arizona,M
HS94778,0,0,College,11793.12528,32214.0,100.0,0,Personal Auto,SUV,296.560998,Oregon,F
EJ96266,0,0,College,2965.71995,26472.0,74.0,0,Personal Auto,Four-Door Car,355.2,California,F
RK53289,0,0,Bachelor,5646.323845,39841.0,72.0,0,Personal Auto,Two-Door Car,440.128707,California,F
TX39594,0,0,High School or Below,2452.491364,51085.0,62.0,1,Personal Auto,Two-Door Car,406.902001,Arizona,F
JM93892,0,0,College,5953.213546,61006.0,74.0,0,Corporate Auto,Four-Door Car,73.919629,Arizona,M
PY51000,0,0,Bachelor,12883.81001,34148.0,109.0,0,Personal Auto,Four-Door Car,451.566751,California,M
HX74855,0,0,High School or Below,2471.528431,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025,Washington,M
VE64781,0,0,Bachelor,2927.07045,75685.0,73.0,0,Personal Auto,Four-Door Car,369.918482,Arizona,F
KY57676,0,0,High School or Below,8400.788878,20870.0,72.0,0,Personal Auto,Four-Door Car,345.6,California,M
JL42497,0,0,High School or Below,2729.126448,66900.0,68.0,0,Personal Auto,Four-Door Car,326.4,Nevada,F
WQ91717,0,0,College,7643.068919,0.0,106.0,1,Special Auto,SUV,508.8,Arizona,F
WO39817,0,0,High School or Below,2493.591571,37043.0,68.0,3,Personal Auto,Two-Door Car,30.984936,Oregon,M
HW20940,0,0,Bachelor,4170.572119,42837.0,106.0,0,Personal Auto,SUV,290.580543,California,M
KE60943,0,0,Bachelor,4908.207958,33305.0,62.0,0,Special Auto,Four-Door Car,353.77899,California,M
ZI48518,0,0,High School or Below,3891.583881,0.0,103.0,0,Personal Auto,Sports Car,558.281543,Nevada,F
KI17749,0,0,High School or Below,2682.423898,24823.0,69.0,0,Personal Auto,Four-Door Car,229.279059,Oregon,F
DS50601,0,0,Bachelor,10003.24729,98192.0,84.0,1,Personal Auto,Four-Door Car,403.2,Nevada,M
PU78245,0,0,Bachelor,13094.60875,88249.0,108.0,0,Personal Auto,SUV,244.803741,Arizona,F
MP96373,0,0,Master,5719.785738,54585.0,71.0,1,Personal Auto,Two-Door Car,340.8,Washington,M
QK62680,0,0,Master,9393.968332,39770.0,117.0,0,Personal Auto,Two-Door Car,561.6,Oregon,F
HN63935,0,0,Master,3433.82408,85367.0,85.0,0,Personal Auto,Four-Door Car,67.975243,Arizona,M
ON30714,0,0,College,4932.878744,74809.0,61.0,0,Personal Auto,Two-Door Car,283.787384,California,M
FM61329,0,0,College,13610.10746,50144.0,114.0,0,Personal Auto,SUV,786.934186,California,M
NK91656,0,0,Master,2913.323811,20075.0,79.0,1,Personal Auto,Two-Door Car,483.731784,Oregon,M
MS94619,0,0,High School or Below,5111.304579,76448.0,63.0,0,Personal Auto,Four-Door Car,302.4,California,F
MO38507,0,0,High School or Below,4540.381153,59556.0,113.0,0,Personal Auto,Sports Car,681.505066,California,M
PQ36549,0,0,Bachelor,5598.273622,14174.0,72.0,0,Personal Auto,Four-Door Car,345.6,Arizona,M
WG91434,0,0,High School or Below,9638.066778,35230.0,61.0,1,Personal Auto,Four-Door Car,16.214764,Oregon,M
WR43077,0,0,High School or Below,9801.287358,0.0,91.0,0,Corporate Auto,Four-Door Car,436.8,California,M
LR10110,0,0,Bachelor,5504.139033,0.0,73.0,0,Corporate Auto,Four-Door Car,350.4,Washington,F
XZ58588,0,0,High School or Below,8447.801005,0.0,114.0,0,Corporate Auto,Four-Door Car,547.2,Arizona,M
FX12602,0,0,High School or Below,19927.63513,51352.0,66.0,3,Personal Auto,Four-Door Car,95.661376,Oregon,M
BL55947,0,0,College,5815.261714,76675.0,72.0,0,Personal Auto,Four-Door Car,141.718568,California,M
LA60344,0,0,College,18690.34066,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,Arizona,M
KQ44803,0,0,College,7224.235434,0.0,72.0,2,Personal Auto,Two-Door Car,297.419028,Arizona,M
QY81331,0,0,High School or Below,8595.982289,94242.0,71.0,1,Personal Auto,Four-Door Car,41.229484,Arizona,F
NP33989,0,0,Bachelor,12362.08766,0.0,113.0,0,Personal Auto,Four-Door Car,217.92632,Oregon,F
CP30637,0,0,High School or Below,4916.303715,71153.0,122.0,0,Corporate Auto,Sports Car,209.019238,California,F
RW50070,0,0,High School or Below,8935.274872,63326.0,225.0,0,Personal Auto,Luxury Car,1080.0,Arizona,M
LO42325,0,0,Bachelor,5433.214031,29629.0,71.0,4,Special Auto,Four-Door Car,228.443418,California,F
YQ50209,0,0,High School or Below,4847.24253,0.0,69.0,0,Corporate Auto,Four-Door Car,599.152722,Arizona,M
JP35025,0,0,Master,5714.165863,23726.0,74.0,0,Corporate Auto,Four-Door Car,355.2,California,F
WZ13788,0,0,High School or Below,10097.68732,48999.0,86.0,3,Corporate Auto,Four-Door Car,412.8,Nevada,F
IS21172,0,0,Bachelor,4726.869327,13037.0,124.0,0,Personal Auto,SUV,839.348464,Oregon,F
CL10476,0,0,College,7079.790277,24245.0,63.0,0,Corporate Auto,Two-Door Car,302.4,Arizona,M
WO83615,0,0,Bachelor,5395.434909,44047.0,137.0,0,Corporate Auto,Sports Car,969.232217,Nevada,M
ZJ77881,0,0,Bachelor,9452.996411,91942.0,117.0,0,Personal Auto,Four-Door Car,561.6,Oregon,F
GT37101,0,0,High School or Below,5284.312599,37640.0,67.0,0,Personal Auto,Two-Door Car,174.046849,Oregon,F
WE13528,0,0,High School or Below,20215.3918,77058.0,63.0,0,Personal Auto,Four-Door Car,119.331041,California,F
BT78503,0,0,High School or Below,2510.054168,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6,Oregon,M
WM19967,0,0,College,19884.91592,63755.0,62.0,0,Personal Auto,Two-Door Car,291.860708,California,F
EW13798,0,0,Doctor,4014.453113,37384.0,99.0,0,Personal Auto,Four-Door Car,475.2,California,F
RO18530,0,0,Master,2540.689797,42557.0,65.0,0,Personal Auto,Four-Door Car,57.562324,Washington,M
AY18433,0,0,High School or Below,27382.81893,45473.0,76.0,0,Special Auto,Two-Door Car,188.938397,Washington,F
CS29328,0,0,Bachelor,4875.31604,10743.0,70.0,2,Personal Auto,Two-Door Car,336.0,Nevada,M
QL75176,0,0,High School or Below,12324.2654,0.0,113.0,0,Personal Auto,Four-Door Car,813.6,Oregon,F
IO25161,0,0,College,2280.386988,0.0,61.0,0,Personal Auto,Four-Door Car,283.881697,Arizona,F
FA82777,0,0,High School or Below,4165.994433,0.0,64.0,3,Personal Auto,Four-Door Car,575.890362,Arizona,F
GR49281,0,0,Bachelor,4974.801539,75644.0,65.0,3,Personal Auto,Two-Door Car,467.803638,California,M
ZW19492,0,0,Bachelor,2404.917967,63455.0,61.0,0,Personal Auto,Two-Door Car,287.654819,Oregon,M
UW88168,0,0,Bachelor,3032.816016,73782.0,76.0,0,Special Auto,Four-Door Car,111.622054,Oregon,M
XX53620,0,0,Bachelor,2891.272351,80590.0,71.0,0,Corporate Auto,Four-Door Car,134.158389,Oregon,F
IM90123,0,0,Bachelor,15261.41386,59797.0,127.0,0,Personal Auto,SUV,609.6,California,F
BE33446,0,0,Bachelor,5015.009472,48567.0,130.0,0,Personal Auto,SUV,624.0,Arizona,F
YW11227,0,0,Bachelor,5325.394799,62470.0,66.0,0,Personal Auto,Two-Door Car,243.766542,California,M
UF32671,0,0,College,5291.395332,57338.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington,F
ZW10467,0,0,High School or Below,16107.19004,63288.0,199.0,0,Personal Auto,Luxury Car,558.433218,Arizona,F
KK95092,0,0,Bachelor,7605.637524,55281.0,192.0,1,Personal Auto,Luxury SUV,921.6,Arizona,M
HZ43637,0,0,College,3065.365332,22985.0,77.0,0,Special Auto,Four-Door Car,458.056054,Arizona,F
FY82691,0,0,College,6245.575806,39608.0,78.0,1,Corporate Auto,Four-Door Car,22.961216,California,F
SO40738,0,0,High School or Below,9406.381948,99189.0,117.0,0,Corporate Auto,SUV,75.302707,California,F
MB83471,0,0,High School or Below,7815.46882,0.0,112.0,0,Personal Auto,Four-Door Car,574.102379,Oregon,M
GA63091,0,0,College,9747.99401,0.0,92.0,0,Personal Auto,Four-Door Car,514.360634,California,M
AU75025,0,0,College,4686.469674,58089.0,118.0,0,Personal Auto,SUV,566.4,Oregon,M
XF15789,0,0,College,8869.619888,81350.0,110.0,0,Personal Auto,SUV,228.185834,Arizona,F
SH13204,0,0,High School or Below,4741.808942,0.0,65.0,0,Personal Auto,Two-Door Car,731.289267,California,F
FX48006,0,0,College,24178.68478,43704.0,201.0,0,Personal Auto,Luxury SUV,1064.482165,Oregon,M
HS69837,0,0,College,7951.777533,75497.0,100.0,0,Personal Auto,SUV,71.773341,Oregon,M
GL49408,0,0,Doctor,6762.082924,40372.0,85.0,0,Corporate Auto,Four-Door Car,76.975713,California,M
PK51938,0,0,College,3044.78946,17489.0,85.0,0,Corporate Auto,Four-Door Car,587.689075,Oregon,F
JE62426,0,0,High School or Below,5908.16294,86277.0,74.0,0,Personal Auto,Four-Door Car,212.039619,Arizona,F
IA31850,0,0,College,4574.547243,0.0,63.0,0,Personal Auto,Four-Door Car,453.6,Arizona,F
PP50567,0,0,Bachelor,8377.499751,0.0,74.0,0,Corporate Auto,Four-Door Car,355.2,California,M
CS26667,0,0,College,22332.43946,49078.0,97.0,0,Special Auto,Four-Door Car,484.013411,Washington,M
UF73578,0,0,High School or Below,5838.89915,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903,California,M
MY23958,0,0,Bachelor,7577.065297,0.0,116.0,2,Personal Auto,Sports Car,835.2,California,M
OP75571,0,0,College,8012.841201,40635.0,102.0,0,Personal Auto,SUV,489.6,Arizona,F
SI60881,0,0,Bachelor,9217.978125,26351.0,119.0,0,Personal Auto,SUV,571.2,Oregon,F
DQ15807,0,0,High School or Below,2749.189304,0.0,80.0,0,Personal Auto,Four-Door Car,824.487259,Oregon,M
WU15684,0,0,College,3588.87609,42836.0,89.0,0,Corporate Auto,Four-Door Car,244.580023,Nevada,F
KR17533,0,0,Doctor,3954.538361,40175.0,102.0,1,Personal Auto,SUV,154.721555,Oregon,M
IM98086,0,0,College,3230.576665,62873.0,81.0,0,Personal Auto,Four-Door Car,207.75186,California,M
XY48850,0,0,High School or Below,5158.648497,0.0,74.0,0,Personal Auto,Two-Door Car,588.936956,Nevada,F
YT25875,0,0,College,2776.582901,50985.0,71.0,0,Personal Auto,Two-Door Car,307.68931,California,F
TL59568,0,0,High School or Below,12836.00951,0.0,116.0,0,Personal Auto,Two-Door Car,835.2,Arizona,M
UE52886,0,0,Bachelor,28421.57022,42803.0,245.0,0,Personal Auto,Luxury Car,889.288242,Arizona,M
TM28833,0,0,College,2276.392936,0.0,69.0,1,Personal Auto,Two-Door Car,624.980751,Oregon,M
SQ60915,0,0,High School or Below,3895.961837,35970.0,98.0,0,Corporate Auto,Four-Door Car,470.4,Arizona,M
GU42084,0,0,Bachelor,4247.683347,44537.0,106.0,0,Corporate Auto,Sports Car,441.907057,Arizona,M
ZH93283,0,0,College,6005.847375,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8,Arizona,M
WF51811,0,0,College,2719.506996,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6,Arizona,F
RL51023,0,0,College,4185.757242,0.0,64.0,0,Corporate Auto,Four-Door Car,492.644465,Arizona,M
NQ67659,0,0,Bachelor,33473.34946,33190.0,106.0,0,Personal Auto,SUV,508.8,Nevada,F
KI45566,0,0,College,7331.508054,0.0,100.0,0,Personal Auto,Sports Car,61.580247,Nevada,M
WB68229,0,0,Bachelor,9320.284812,21033.0,118.0,0,Personal Auto,Two-Door Car,738.975495,Arizona,F
UF84144,0,0,College,3312.323945,26285.0,84.0,0,Corporate Auto,Four-Door Car,403.2,Washington,M
ZH28312,0,0,Bachelor,5560.278162,0.0,74.0,0,Corporate Auto,Four-Door Car,65.953005,California,F
GK48045,0,0,College,8214.602384,73245.0,68.0,0,Personal Auto,Four-Door Car,305.121363,Washington,F
HZ67642,0,0,Bachelor,8647.139152,0.0,119.0,0,Personal Auto,SUV,244.816163,California,M
HE12295,0,0,High School or Below,4446.738622,0.0,61.0,0,Personal Auto,Four-Door Car,616.279356,California,M
XL66550,0,0,Bachelor,7769.841954,74365.0,193.0,0,Corporate Auto,Luxury Car,926.4,Oregon,M
AL27471,0,0,Doctor,3911.118202,30821.0,97.0,0,Personal Auto,Four-Door Car,451.319227,Oregon,M
NG94479,0,0,High School or Below,2731.520409,69844.0,68.0,0,Corporate Auto,Four-Door Car,184.379697,Arizona,F
WR58220,0,0,Bachelor,8401.788653,0.0,124.0,0,Personal Auto,SUV,595.2,Oregon,M
RT64920,0,0,Master,5875.038074,55836.0,73.0,0,Personal Auto,Four-Door Car,314.936185,Oregon,M
IR58695,0,0,High School or Below,6188.379423,40352.0,77.0,0,Corporate Auto,Four-Door Car,406.367233,Oregon,M
AS93181,0,0,Bachelor,4506.577736,14985.0,116.0,0,Personal Auto,Sports Car,571.319514,Arizona,F
ML23548,0,0,Doctor,10548.53703,27458.0,131.0,1,Personal Auto,Sports Car,730.373515,Arizona,F
PU71194,0,0,Bachelor,35203.57475,56343.0,295.0,0,Personal Auto,Luxury Car,1612.962321,Oregon,F
QT46430,0,0,College,8193.750001,12780.0,111.0,2,Personal Auto,Sports Car,225.437098,California,F
WP83694,0,0,Bachelor,5313.436344,68558.0,131.0,0,Personal Auto,SUV,280.903779,California,F
UE19977,0,0,College,4379.770178,47747.0,111.0,0,Personal Auto,Two-Door Car,165.588524,California,F
WC83942,0,0,Bachelor,20885.55547,16113.0,81.0,0,Corporate Auto,Four-Door Car,494.890996,Oregon,M
HZ62410,0,0,Bachelor,2771.963072,0.0,79.0,0,Personal Auto,Four-Door Car,379.2,Oregon,M
CE72177,0,0,High School or Below,5461.548993,39626.0,69.0,0,Personal Auto,Four-Door Car,485.705851,California,F
YI89801,0,0,High School or Below,2570.235172,49304.0,65.0,0,Corporate Auto,Four-Door Car,312.0,California,F
KB53430,0,0,High School or Below,2227.072755,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,M
KB50999,0,0,College,5394.000979,27568.0,68.0,0,Personal Auto,Two-Door Car,278.689331,California,F
JO17193,0,0,Bachelor,2300.691547,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4,Washington,M
BO42776,0,0,Bachelor,25360.10404,21442.0,108.0,0,Corporate Auto,SUV,518.4,Washington,M
OZ19432,0,0,High School or Below,4374.038985,34516.0,113.0,3,Special Auto,Four-Door Car,42.950852,Nevada,F
VT34834,0,0,High School or Below,4953.358432,0.0,68.0,0,Personal Auto,Four-Door Car,342.468248,Nevada,M
MI65698,0,0,College,4590.811214,28354.0,118.0,0,Personal Auto,Two-Door Car,320.327775,Oregon,F
IG85969,0,0,College,5062.37379,0.0,72.0,0,Personal Auto,Two-Door Car,345.6,Arizona,F
SE72928,0,0,Master,9075.768214,37722.0,116.0,0,Personal Auto,Sports Car,158.077504,California,M
QV47358,0,0,Bachelor,8133.157212,32021.0,70.0,0,Personal Auto,Four-Door Car,336.0,Arizona,F
HR50405,0,0,Bachelor,2869.301319,13393.0,73.0,0,Personal Auto,Four-Door Car,34.708194,Oregon,F
MN53151,0,0,College,27937.75093,13624.0,117.0,0,Personal Auto,Sports Car,561.6,Oregon,M
VD64777,0,0,College,2606.186321,27800.0,67.0,0,Personal Auto,Two-Door Car,321.6,Nevada,F
EG21289,0,0,College,7764.273102,58419.0,191.0,0,Personal Auto,Luxury Car,202.468807,California,F
YI85251,0,0,High School or Below,18380.39026,50407.0,92.0,0,Personal Auto,Four-Door Car,352.060768,Nevada,M
RD61361,0,0,Bachelor,6102.953572,0.0,84.0,0,Personal Auto,Four-Door Car,856.347474,Arizona,F
PG26401,0,0,High School or Below,9191.672825,77603.0,114.0,0,Personal Auto,SUV,547.2,Washington,M
NV91476,0,0,College,9581.281433,75606.0,119.0,0,Personal Auto,Four-Door Car,571.2,California,F
SJ16410,0,0,Bachelor,7532.262392,41458.0,98.0,0,Personal Auto,Four-Door Car,191.100227,Arizona,M
BI17208,0,0,College,2795.321353,0.0,74.0,0,Personal Auto,Two-Door Car,420.765993,Oregon,M
