customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,State,Gender
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PG82270,California,M,College,290302.42%,36845.0,74.0,1/0/00,355.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,RW65101,California,F,College,1803911.42%,0.0,63.0,1/0/00,503.204804,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QO79771,California,F,Master,324204.39%,72330.0,81.0,1/2/00,126.509441,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EC44438,Nevada,F,Bachelor,246762.08%,19352.0,65.0,1/0/00,724.463534,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MW54213,Arizona,M,College,567438.34%,0.0,62.0,1/5/00,297.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZN33412,Arizona,F,College,863435.60%,25073.0,79.0,1/0/00,379.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HZ56678,Oregon,F,High School or Below,278019.69%,20261.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,AN36757,Oregon,M,Master,2205600.50%,66851.0,92.0,1/2/00,408.550442,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,NB54665,Arizona,F,High School or Below,251459.20%,43860.0,65.0,1/0/00,156.124914,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MG99229,Oregon,M,College,588622.11%,0.0,180.0,1/0/00,1777.471271,Corporate Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MX76292,California,F,Doctor,770603.63%,48019.0,64.0,1/0/00,137.665031,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EJ90880,California,M,College,279045.82%,28786.0,71.0,1/1/00,345.619809,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WO95180,California,F,High School or Below,239703.61%,22283.0,65.0,1/0/00,572.072106,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BU53191,Arizona,F,Bachelor,883432.28%,34133.0,111.0,1/0/00,226.9684,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZK54897,Arizona,M,Master,1443567.37%,60880.0,119.0,1/0/00,109.906628,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PP48389,California,F,Bachelor,687196.66%,0.0,196.0,1/2/00,940.8,Personal Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XD29421,Oregon,M,High School or Below,1536235.44%,48115.0,192.0,1/0/00,1382.4,Personal Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OP26403,California,F,College,483479.75%,32017.0,62.0,1/2/00,297.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XK15687,Oregon,F,High School or Below,1089930.18%,58518.0,136.0,1/0/00,323.637414,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ED29955,California,M,Bachelor,528404.10%,61542.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QT84720,Oregon,F,Bachelor,289172.68%,56761.0,73.0,1/1/00,85.146928,Corporate Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZH35315,California,M,College,490054.51%,22976.0,66.0,1/0/00,345.951322,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EE76374,Nevada,F,High School or Below,2084259.63%,0.0,72.0,1/0/00,709.082334,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SH51981,Washington,M,College,524605.72%,70301.0,67.0,1/0/00,328.942798,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BS13111,Arizona,M,Bachelor,663083.61%,0.0,66.0,1/0/00,315.950185,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JP12645,Arizona,M,Bachelor,1203662.05%,44428.0,104.0,1/0/00,499.2,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZF28570,Nevada,M,Bachelor,389503.48%,52361.0,102.0,1/0/00,645.952371,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UU93074,California,M,College,1170106.99%,32435.0,297.0,1/0/00,1767.348807,Personal Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SZ60450,California,M,High School or Below,341910.87%,40272.0,86.0,1/0/00,23.387192,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HL63895,Arizona,M,Master,730277.51%,30492.0,61.0,1/0/00,171.38289,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UD27196,Arizona,M,High School or Below,1968540.91%,51524.0,244.0,1/0/00,1171.2,Personal Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OU53351,Arizona,M,College,248606.49%,36635.0,63.0,1/0/00,302.4,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SX50964,Arizona,F,Bachelor,522432.88%,83389.0,65.0,1/0/00,209.25613,Corporate Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,RP30093,Oregon,F,Bachelor,4922143.07%,63035.0,153.0,1/0/00,734.4,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BK73302,California,M,Bachelor,316788.87%,61638.0,82.0,1/2/00,544.340079,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,CS93971,Arizona,F,College,780531.29%,21073.0,106.0,1/1/00,508.8,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,RG13940,California,F,College,1319792.89%,0.0,68.0,1/3/00,326.4,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZG94155,Oregon,M,Bachelor,623430.59%,0.0,82.0,1/0/00,192.7604,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QN15356,Arizona,M,College,753960.06%,0.0,74.0,1/0/00,532.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MZ16820,Nevada,M,High School or Below,815793.36%,86811.0,102.0,1/0/00,489.6,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,DO98345,Oregon,M,High School or Below,1315674.90%,72517.0,82.0,1/0/00,371.458196,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PA48777,Washington,F,High School or Below,249125.76%,25965.0,5353.0,1/0/00,329.206567,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UK76814,Oregon,F,Doctor,533938.84%,84424.0,66.0,1/0/00,231.537001,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SR30440,California,F,College,864917.50%,43383.0,109.0,1/0/00,757.593913,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XE66367,Oregon,M,High School or Below,751913.36%,96306.0,95.0,1/1/00,185.355353,Special Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SZ70655,California,F,College,429300.96%,0.0,61.0,1/0/00,292.8,Corporate Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UV54502,Washington,female,High School or Below,253774.45%,0.0,69.0,1/0/00,331.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,DK98861,Arizona,F,College,1316033.89%,94125.0,109.0,1/0/00,341.680131,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JX14364,Oregon,M,College,1323554.44%,39778.0,112.0,1/0/00,806.4,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,LI85491,Oregon,F,High School or Below,374457.77%,0.0,101.0,1/0/00,727.2,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JY87538,Oregon,F,College,2848607.28%,91871.0,102.0,1/0/00,346.845129,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,VE55982,Nevada,M,Bachelor,264468.46%,54000.0,66.0,1/0/00,373.881547,Corporate Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WK99918,Oregon,M,Doctor,507328.21%,57709.0,125.0,1/0/00,600.0,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XP16538,Arizona,F,High School or Below,427258.51%,81132.0,107.0,1/0/00,419.105559,Corporate Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HW42900,California,M,College,1100301.65%,22926.0,93.0,1/0/00,479.934846,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JG84729,Arizona,F,College,1418164.28%,0.0,72.0,1/2/00,345.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XH85336,Washington,M,Bachelor,554803.19%,67798.0,69.0,1/0/00,331.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ND29059,Oregon,M,Bachelor,1107768.59%,78011.0,138.0,1/0/00,619.698644,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HC76653,Oregon,M,College,243568.90%,32931.0,62.0,1/0/00,297.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SG73822,California,F,Bachelor,874385.22%,99517.0,109.0,1/0/00,239.905208,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,CB44654,Arizona,M,Bachelor,240976.09%,59665.0,62.0,1/1/00,167.138119,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MP53505,Washington,F,High School or Below,550001.25%,86073.0,136.0,1/0/00,333.5671,Corporate Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,YJ43481,Arizona,F,High School or Below,852828.87%,91099.0,107.0,1/0/00,406.430632,Corporate Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TP15362,Oregon,M,College,359199.61%,28013.0,91.0,1/0/00,655.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,YX90754,Nevada,F,High School or Below,853982.69%,55478.0,71.0,1/0/00,339.399593,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TQ32702,Nevada,F,College,699091.78%,22568.0,88.0,1/0/00,422.4,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TS50305,California,F,High School or Below,397938.82%,0.0,112.0,1/0/00,806.4,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BY22068,Arizona,M,High School or Below,2395037.44%,39335.0,201.0,1/0/00,964.8,Corporate Auto,Luxury SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TJ48439,Oregon,F,College,232105.25%,0.0,66.0,1/0/00,508.703134,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TE61015,Oregon,M,College,508702.05%,0.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,RD89159,Oregon,M,College,436293.12%,58842.0,110.0,1/0/00,528.0,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,VW86720,Oregon,F,Bachelor,745746.81%,0.0,69.0,1/0/00,678.209827,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UM76485,Oregon,M,College,702775.96%,0.0,102.0,1/0/00,489.6,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,LS62045,Oregon,F,Bachelor,283168.37%,70037.0,70.0,1/0/00,409.985435,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZG84862,Nevada,M,High School or Below,421785.79%,0.0,62.0,1/0/00,446.4,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,CD76093,Nevada,M,College,759629.15%,59847.0,192.0,1/0/00,921.6,Corporate Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,FO99259,California,M,Bachelor,836567.76%,26630.0,118.0,1/0/00,581.077056,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,KN87338,Oregon,F,High School or Below,272639.30%,48039.0,68.0,1/0/00,11.451889,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,LT89398,California,M,High School or Below,342045.22%,0.0,92.0,1/0/00,441.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,NZ19529,Arizona,M,High School or Below,483910.72%,0.0,137.0,1/0/00,1227.458548,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PR41853,Arizona,F,Bachelor,435855.35%,0.0,118.0,1/0/00,101.826804,Corporate Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZF40671,Washington,F,Master,1242739.37%,15818.0,107.0,1/0/00,333.886816,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,XR84971,Oregon,F,Doctor,2351585.33%,36537.0,85.0,1/0/00,165.309001,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BP83941,Arizona,F,Master,839632.76%,0.0,115.0,1/1/00,552.0,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PY80449,Arizona,M,High School or Below,517097.64%,53603.0,132.0,1/1/00,697.272246,Personal Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ET22260,Nevada,M,Doctor,558530.81%,0.0,80.0,1/0/00,6.281344,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OF47250,California,F,Doctor,863949.50%,92374.0,107.0,1/1/00,220.018279,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WB58031,California,M,High School or Below,528183.35%,39658.0,66.0,1/0/00,316.8,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UV80201,Oregon,F,Bachelor,838525.23%,0.0,116.0,1/0/00,556.8,Personal Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PY10605,Arizona,M,Bachelor,463310.13%,0.0,70.0,1/0/00,336.0,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JI82682,California,F,High School or Below,248039.27%,0.0,65.0,1/0/00,328.314222,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BU14748,Arizona,M,High School or Below,361868.69%,50755.0,91.0,1/0/00,436.8,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QK18099,Washington,F,College,537584.28%,69050.0,67.0,1/0/00,334.892437,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,LD26428,Oregon,M,Bachelor,489329.15%,0.0,73.0,1/0/00,680.047456,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MY43761,California,M,High School or Below,1073768.43%,50607.0,137.0,1/0/00,657.6,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WQ89892,Washington,F,College,260781.55%,0.0,70.0,1/1/00,336.0,Special Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,GY55415,Nevada,F,Bachelor,1572525.05%,0.0,149.0,1/0/00,1072.8,Corporate Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,IB42395,Nevada,M,College,955341.55%,0.0,146.0,1/0/00,1051.2,Corporate Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZU74482,Oregon,M,College,750745.54%,60920.0,64.0,1/0/00,231.201886,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,NL74789,California,F,Bachelor,732492.82%,0.0,105.0,1/0/00,504.0,Special Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,YU86594,Oregon,M,High School or Below,533303.81%,55674.0,66.0,1/0/00,81.710575,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QN37451,California,M,College,1276723.06%,0.0,189.0,1/0/00,2201.327879,Corporate Auto,Luxury Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,GD83998,Washington,M,Bachelor,265933.80%,24495.0,70.0,1/0/00,336.0,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,IL83479,Oregon,F,College,348363.04%,42983.0,86.0,1/0/00,412.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EF87528,Arizona,M,College,463654.65%,26802.0,66.0,1/1/00,316.8,Special Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,IV74747,California,M,Doctor,1753003.66%,0.0,97.0,1/0/00,469.229028,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JZ81608,Oregon,M,High School or Below,697871.98%,53808.0,88.0,1/0/00,189.835063,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EO40136,Arizona,F,College,291224.84%,93403.0,73.0,1/0/00,295.224598,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZR40902,Oregon,F,Bachelor,420927.93%,26435.0,111.0,1/1/00,1012.249308,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PO89542,Oregon,F,Bachelor,500980.89%,0.0,68.0,1/0/00,326.4,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,FX57380,California,F,Bachelor,521751.33%,39854.0,66.0,1/0/00,261.930545,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,NM22175,Oregon,M,College,1149033.62%,0.0,161.0,1/0/00,1052.933035,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,BC97773,Nevada,F,Master,286454.40%,91368.0,71.0,1/0/00,395.328407,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MN34012,Arizona,M,Bachelor,840391.02%,0.0,115.0,1/0/00,552.0,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,KY29506,California,F,College,2039596.88%,92850.0,104.0,1/1/00,499.2,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,VU84949,Washington,F,Bachelors,529263.25%,0.0,70.0,1/0/00,336.0,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HC20975,Arizona,M,Bachelor,1672777.19%,30915.0,72.0,1/2/00,345.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,IF87079,Arizona,F,Master,580112.83%,48927.0,72.0,1/0/00,139.354893,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EP18940,Oregon,F,Bachelor,947297.38%,0.0,86.0,1/0/00,412.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,SB44003,Arizona,F,College,1048491.54%,61108.0,89.0,1/0/00,49.451117,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MK15785,Nevada,M,Master,438731.09%,48015.0,110.0,1/0/00,528.0,Corporate Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,VP89545,Arizona,M,College,452288.35%,0.0,61.0,1/0/00,292.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HJ58678,Nevada,F,College,541815.21%,57587.0,68.0,1/0/00,257.090387,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MW80236,Washington,M,Master,0,0.0,70.0,1/0/00,336.0,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,IA52178,Arizona,F,College,1578529.69%,81119.0,196.0,1/0/00,940.8,Corporate Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WC42895,California,F,Bachelor,2211039.80%,65724.0,70.0,1/0/00,14.518312,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JP41935,Washington,M,High School or Below,1359619.97%,20128.0,70.0,1/2/00,336.0,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,YM77369,Oregon,M,High School or Below,475612.62%,56146.0,119.0,1/0/00,401.785805,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,WV15213,California,M,Bachelor,244705.31%,84658.0,62.0,1/0/00,44.780402,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,GX37592,Nevada,F,College,567592.33%,33257.0,72.0,1/1/00,345.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,VM34210,Washington,F,College,739903.21%,0.0,101.0,1/0/00,337.617149,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,YJ59924,Oregon,M,College,730843.39%,31115.0,92.0,1/0/00,441.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OO35641,Oregon,F,College,3287174.78%,78487.0,117.0,1/0/00,448.255019,Personal Auto,SUV,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,EU54076,Oregon,M,Bachelor,522892.01%,92472.0,65.0,1/0/00,240.221415,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,QH56750,Arizona,M,High School or Below,2070086.45%,0.0,64.0,1/0/00,460.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PQ27923,Washington,M,Master,633303.08%,71737.0,79.0,1/0/00,338.79562,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ES16126,California,M,College,433038.60%,60475.0,107.0,1/0/00,513.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,PG42834,Arizona,F,Bachelor,629273.54%,26577.0,79.0,1/0/00,73.719521,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OY44814,Arizona,M,High School or Below,491788.96%,0.0,71.0,1/0/00,511.2,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,JI97190,California,M,High School or Below,516581.00%,43461.0,64.0,1/0/00,307.2,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZK61113,Oregon,M,High School or Below,629159.00%,0.0,94.0,1/0/00,676.8,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,MU88116,Oregon,F,Master,458267.42%,69085.0,113.0,1/0/00,472.271907,Corporate Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TP61305,California,M,High School or Below,606244.16%,0.0,84.0,1/0/00,604.8,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,ZY20779,Washington,M,High School or Below,497907.99%,0.0,71.0,1/0/00,340.8,Personal Auto,Two-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,KP65334,California,F,College,583056.14%,0.0,77.0,1/0/00,783.431945,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,OH15677,California,M,High School or Below,374257.91%,0.0,110.0,1/1/00,1272.546918,Personal Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,HB53755,Oregon,F,High School or Below,384959.67%,0.0,106.0,1/0/00,763.2,Personal Auto,Sports Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,UF77079,Arizona,F,High School or Below,1526581.49%,58361.0,95.0,1/0/00,43.599861,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TD20252,Arizona,M,College,531780.72%,74092.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TH68362,California,F,College,237480.92%,0.0,64.0,1/0/00,380.822087,Corporate Auto,Four-Door Car,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,TO34442,Washington,M,College,553286.33%,59768.0,71.0,1/1/00,340.8,Personal Auto,Four-Door Car,0,0
